id,name,description,n_tracks,href,images,snapshot_id
1GqU7jZIz5JS8Cjb7vCunA,november 2018,pol⛷,10,https://api.spotify.com/v1/playlists/1GqU7jZIz5JS8Cjb7vCunA,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da849bd9f8554b7a0350efd68673', 'width': None}]",AAAAEF/8lZCk/9vZ8gKfbymd5+voypKj
7DcUWQZDYvoCRiMswcPbL0,october 2018,bröther,14,https://api.spotify.com/v1/playlists/7DcUWQZDYvoCRiMswcPbL0,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da840dfaf3dff42da9d4fccfff5b', 'width': None}]",AAAAEwaO37u5mzFHqoVtkn9k6i4M8ntc
20iUR1q7N9TZeIi7BCk0eU,september 2018,uni versal,10,https://api.spotify.com/v1/playlists/20iUR1q7N9TZeIi7BCk0eU,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84fd2038556f93b0ece568ae29', 'width': None}]",AAAADhIqnmeWD5M/OT5q640/PyjKpuxZ
7aoJGuULjIiD1NHDt5Rr9f,august 2018,dome sweet dome,28,https://api.spotify.com/v1/playlists/7aoJGuULjIiD1NHDt5Rr9f,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da845753060cb83a35930e19572d', 'width': None}]",AAAAIedgtle6zoCuvrTq/4cT3uFHGWKL
4ANfm9MrkqzL7oQVpWbLm8,july 2018,europop,25,https://api.spotify.com/v1/playlists/4ANfm9MrkqzL7oQVpWbLm8,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8433cc20973074e60f4209f849', 'width': None}]",AAAAIEpsy3voFmqZV5yQGKnJENys3Iqd
3ccOo1C27pTdCNlwHk8cXA,june 2018,ghang gang,36,https://api.spotify.com/v1/playlists/3ccOo1C27pTdCNlwHk8cXA,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84fcafd126a87e43814756a0ab', 'width': None}]",AAAAMf+eipxyPnbF75ur6HT17ZlFjeeO
2FPpIykbTksWiEpQOoo0IX,may 2018,pv = n r t,30,https://api.spotify.com/v1/playlists/2FPpIykbTksWiEpQOoo0IX,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84e41df101d4140ec1f3c9fe97', 'width': None}]",AAAAIyn+OulAx6smCpUkxFymtLsbo/dr
5TKjuQprN0KrP6JODUDgv0,april 2018,shacking up,37,https://api.spotify.com/v1/playlists/5TKjuQprN0KrP6JODUDgv0,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da8415f4558973394704177bca00', 'width': None}]",AAAANFySg4bUYJ+jHFH83WH+SBa6GSDn
2KrIMSlTHz7UTUT8y1CjCP,march 2018,beats from the east,38,https://api.spotify.com/v1/playlists/2KrIMSlTHz7UTUT8y1CjCP,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da844a1d20871f13a6ca959ff25b', 'width': None}]",AAAAMYCwh3qoyRCIBN79A0Zy/0ry3EVB
7JsfpKz6hajnT1PpUUPHrb,february 2018,reeperbahngers,38,https://api.spotify.com/v1/playlists/7JsfpKz6hajnT1PpUUPHrb,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da84b085488e8e81a4d7135d503c', 'width': None}]",AAAAMK5uVnVyrxlmNxU/WOMmjuLrU1uF
5IG5IXvM6LK8Q7U4Bsb738,january 2018,deadbodyinthesuicideforest,18,https://api.spotify.com/v1/playlists/5IG5IXvM6LK8Q7U4Bsb738,"[{'height': None, 'url': 'https://image-cdn-ak.spotifycdn.com/image/ab67706c0000da849c32d1bf87ba933bf1c6be75', 'width': None}]",AAAAHcaGyvSYsI2XLuffHev6Z1VNtLmO
